epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1825.22,0.92153,1.00068,1.08226,0.82655,0.52973,0.74889,0.5165,1.00542,1.11236,1.10094,0.000420812,0.000420812,0.000420812
35,1878.64,0.92993,1.00787,1.08909,0.81238,0.57637,0.75417,0.51119,1.00196,1.15503,1.08429,0.000414625,0.000414625,0.000414625
36,1932.29,0.97633,1.03464,1.09016,0.71709,0.62937,0.7397,0.50273,1.03108,1.14443,1.08736,0.000408438,0.000408438,0.000408438
37,1985.73,0.95337,1.01758,1.09056,0.81433,0.58482,0.75608,0.53888,0.98741,1.1026,1.07971,0.00040225,0.00040225,0.00040225
38,2039.05,0.91136,1.01116,1.07621,0.77707,0.60463,0.74364,0.51133,1.00858,1.08005,1.08562,0.000396063,0.000396063,0.000396063
39,2092.42,0.91749,1.01575,1.08091,0.6102,0.76214,0.75353,0.4939,1.04554,1.07383,1.1014,0.000389875,0.000389875,0.000389875
40,2145.41,0.91886,0.97659,1.10004,0.66376,0.76399,0.76988,0.50911,1.02675,1.09594,1.10304,0.000383688,0.000383688,0.000383688
41,2198.77,0.90037,0.9768,1.06965,0.69913,0.73295,0.75844,0.50301,1.03487,1.11299,1.09668,0.0003775,0.0003775,0.0003775
42,2252.02,0.89485,0.96194,1.07111,0.65659,0.74443,0.75657,0.51008,1.0081,1.09994,1.08538,0.000371313,0.000371313,0.000371313
43,2305.72,0.92631,0.9626,1.07277,0.64111,0.74961,0.7545,0.50096,1.0451,1.07442,1.08726,0.000365125,0.000365125,0.000365125
44,2358.8,0.91141,0.93706,1.07223,0.71133,0.70219,0.75516,0.50085,1.03092,1.05766,1.07695,0.000358938,0.000358938,0.000358938
45,2412.14,0.88343,0.92119,1.06012,0.74592,0.71499,0.76987,0.53308,1.00061,1.07157,1.06701,0.00035275,0.00035275,0.00035275
46,2465.47,0.88754,0.93609,1.06846,0.73982,0.71918,0.78159,0.53355,1.00676,1.06226,1.07113,0.000346563,0.000346563,0.000346563
47,2519.34,0.88214,0.90644,1.0484,0.73292,0.76879,0.79359,0.53675,1.02578,1.04588,1.08209,0.000340375,0.000340375,0.000340375
48,2572.81,0.89531,0.90937,1.05353,0.66915,0.77428,0.79207,0.53687,1.01609,1.02299,1.08841,0.000334188,0.000334188,0.000334188
49,2626.04,0.87879,0.89971,1.0538,0.64495,0.82239,0.80107,0.54336,1.02879,1.0238,1.08451,0.000328,0.000328,0.000328
50,2679.31,0.87532,0.89702,1.04531,0.66488,0.82509,0.80148,0.55945,1.00024,1.01599,1.07651,0.000321812,0.000321812,0.000321812
51,2732.28,0.83554,0.89203,1.04803,0.71895,0.81773,0.80811,0.55609,1.00066,0.99738,1.07288,0.000315625,0.000315625,0.000315625
52,2785.44,0.8917,0.91793,1.06534,0.68244,0.77871,0.7948,0.52155,1.04375,1.03133,1.08066,0.000309437,0.000309437,0.000309437
53,2838.83,0.86452,0.874,1.04864,0.7672,0.76994,0.80697,0.55592,0.98359,1.02178,1.06966,0.00030325,0.00030325,0.00030325
54,2892.15,0.88153,0.86879,1.05157,0.71461,0.7616,0.79583,0.55168,0.981,1.0141,1.06344,0.000297063,0.000297063,0.000297063
55,2945.37,0.83473,0.84951,1.02959,0.7127,0.78092,0.80409,0.55057,1.00587,1.01555,1.06528,0.000290875,0.000290875,0.000290875
56,2998.62,0.83701,0.86963,1.0435,0.70918,0.79391,0.79498,0.55398,0.9932,1.01506,1.05912,0.000284688,0.000284688,0.000284688
57,3051.95,0.84527,0.85144,1.04,0.74186,0.79616,0.80405,0.55135,0.99553,1.00746,1.06872,0.0002785,0.0002785,0.0002785
58,3105.49,0.8391,0.83483,1.03648,0.77676,0.79549,0.80877,0.55764,1.01044,1.02006,1.07678,0.000272313,0.000272313,0.000272313
59,3159.03,0.84364,0.84855,1.03355,0.78245,0.79602,0.80176,0.57477,1.01209,1.01393,1.06526,0.000266125,0.000266125,0.000266125
60,3212.58,0.85161,0.84566,1.0414,0.76817,0.77862,0.80987,0.5616,1.00744,1.0068,1.06148,0.000259938,0.000259938,0.000259938
61,3265.77,0.85092,0.83291,1.0284,0.77462,0.78754,0.80716,0.55295,0.99747,1.00805,1.0621,0.00025375,0.00025375,0.00025375
62,3319.14,0.8267,0.82673,1.02846,0.76932,0.81514,0.81128,0.57622,0.97165,0.97056,1.05671,0.000247563,0.000247563,0.000247563
63,3372.65,0.81669,0.83216,1.0102,0.76797,0.81505,0.81517,0.57466,0.9697,0.94593,1.06474,0.000241375,0.000241375,0.000241375
64,3426.22,0.80654,0.81915,1.01985,0.77216,0.81419,0.81833,0.56286,0.97293,0.94525,1.05703,0.000235188,0.000235188,0.000235188
65,3479.62,0.82474,0.81893,1.03302,0.75566,0.8164,0.8197,0.5859,0.9618,0.94839,1.05201,0.000229,0.000229,0.000229
66,3532.74,0.83025,0.847,1.02498,0.76966,0.80208,0.81146,0.57145,0.97755,0.96755,1.05715,0.000222813,0.000222813,0.000222813
67,3586.09,0.82362,0.80398,1.02004,0.78407,0.80178,0.81889,0.59277,0.95396,0.9505,1.05184,0.000216625,0.000216625,0.000216625
68,3639,0.78195,0.79623,1.01983,0.80576,0.8042,0.82083,0.60157,0.92041,0.93373,1.04328,0.000210437,0.000210437,0.000210437
69,3692.17,0.79825,0.81329,1.01802,0.84424,0.77883,0.81793,0.59913,0.93508,0.93428,1.04577,0.00020425,0.00020425,0.00020425
70,3745.82,0.80848,0.81376,1.0179,0.83738,0.76207,0.81588,0.58492,0.95617,0.94455,1.04871,0.000198063,0.000198063,0.000198063
71,3799.33,0.7872,0.7914,1.01604,0.81447,0.75804,0.80747,0.58172,0.97065,0.95935,1.0555,0.000191875,0.000191875,0.000191875
72,3852.79,0.79946,0.79681,1.01901,0.8623,0.76656,0.81458,0.59256,0.95614,0.94362,1.05256,0.000185688,0.000185688,0.000185688
73,3905.99,0.78472,0.77391,0.99918,0.83152,0.78691,0.80683,0.5915,0.94736,0.94389,1.04681,0.0001795,0.0001795,0.0001795
74,3959.52,0.78745,0.79038,1.01731,0.8884,0.76411,0.8138,0.61059,0.93802,0.93173,1.04733,0.000173313,0.000173313,0.000173313
75,4012.77,0.82192,0.80409,1.01466,0.85233,0.76609,0.81242,0.59545,0.95222,0.9319,1.05043,0.000167125,0.000167125,0.000167125
76,4065.75,0.77164,0.7751,1.0023,0.81748,0.78209,0.81331,0.57347,0.97429,0.93732,1.05376,0.000160938,0.000160938,0.000160938
77,4119.17,0.77798,0.76594,1.01152,0.80649,0.79588,0.81857,0.57715,0.97785,0.93378,1.05519,0.00015475,0.00015475,0.00015475
78,4172.64,0.78594,0.77948,0.99665,0.8262,0.78706,0.82277,0.59343,0.96374,0.93348,1.05394,0.000148563,0.000148563,0.000148563
79,4226.32,0.79558,0.78377,1.01588,0.85516,0.78323,0.82052,0.59133,0.96457,0.93742,1.06153,0.000142375,0.000142375,0.000142375
80,4279.81,0.7951,0.80781,1.02685,0.83435,0.78574,0.81911,0.58286,0.96638,0.92095,1.06143,0.000136187,0.000136187,0.000136187
81,4334.09,0.77531,0.75981,0.99729,0.80901,0.81132,0.82384,0.59423,0.95243,0.89755,1.05268,0.00013,0.00013,0.00013
82,4387.38,0.75389,0.75463,1.00375,0.81652,0.81309,0.82812,0.59609,0.95064,0.90539,1.04845,0.000123812,0.000123812,0.000123812
83,4441.12,0.80296,0.78432,1.01609,0.86882,0.7917,0.83208,0.59722,0.94984,0.91001,1.04573,0.000117625,0.000117625,0.000117625
84,4494.36,0.78988,0.76042,1.01194,0.85658,0.79238,0.82975,0.60168,0.94532,0.92706,1.04187,0.000111438,0.000111438,0.000111438
85,4547.46,0.75747,0.76882,1.00947,0.84346,0.80941,0.82591,0.60239,0.93577,0.92778,1.04177,0.00010525,0.00010525,0.00010525
86,4600.44,0.75095,0.74781,0.9903,0.82275,0.8144,0.82524,0.6065,0.93021,0.92042,1.0412,9.90625e-05,9.90625e-05,9.90625e-05
87,4653.79,0.76489,0.75917,1.0093,0.81411,0.80819,0.82182,0.60378,0.9387,0.91058,1.04617,9.2875e-05,9.2875e-05,9.2875e-05
88,4707.45,0.76623,0.74132,0.99956,0.85594,0.77319,0.82361,0.6004,0.94017,0.90885,1.04687,8.66875e-05,8.66875e-05,8.66875e-05
89,4760.92,0.75332,0.73184,0.98418,0.80111,0.82429,0.82421,0.59296,0.92842,0.91784,1.04112,8.05e-05,8.05e-05,8.05e-05
90,4814.22,0.7553,0.7441,1.00432,0.85701,0.77685,0.82284,0.59402,0.92539,0.91975,1.04243,7.43125e-05,7.43125e-05,7.43125e-05
91,4866.65,0.71802,0.76171,0.97127,0.81319,0.80417,0.81819,0.60213,0.91963,0.90015,1.04276,6.8125e-05,6.8125e-05,6.8125e-05
92,4919.12,0.72951,0.75191,0.96484,0.81875,0.80815,0.82562,0.60265,0.92209,0.90899,1.04346,6.19375e-05,6.19375e-05,6.19375e-05
93,4971.24,0.70014,0.72833,0.9596,0.80392,0.80604,0.82064,0.59857,0.93409,0.91914,1.04505,5.575e-05,5.575e-05,5.575e-05
94,5023.64,0.71465,0.74461,0.96999,0.80495,0.80171,0.81887,0.59204,0.93826,0.92683,1.04523,4.95625e-05,4.95625e-05,4.95625e-05
95,5076.18,0.72764,0.75139,0.96094,0.79576,0.80012,0.81765,0.58966,0.93581,0.93833,1.04445,4.3375e-05,4.3375e-05,4.3375e-05
96,5128.53,0.69103,0.71916,0.96104,0.80163,0.8234,0.8204,0.59257,0.92753,0.93582,1.04095,3.71875e-05,3.71875e-05,3.71875e-05
97,5180.76,0.6902,0.71585,0.95885,0.79269,0.82975,0.82655,0.59815,0.91824,0.92296,1.03804,3.1e-05,3.1e-05,3.1e-05
98,5233.42,0.70079,0.71087,0.9608,0.80442,0.81895,0.83028,0.60149,0.9194,0.91712,1.03848,2.48125e-05,2.48125e-05,2.48125e-05
99,5285.62,0.68466,0.70473,0.94834,0.80861,0.81729,0.82907,0.60123,0.922,0.91667,1.03787,1.8625e-05,1.8625e-05,1.8625e-05
100,5337.94,0.70115,0.6992,0.97467,0.81043,0.8149,0.82943,0.59784,0.92358,0.91433,1.03606,1.24375e-05,1.24375e-05,1.24375e-05
