epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,917.841,1.06223,1.04021,1.10071,0.78955,0.4668,0.52839,0.35774,1.19182,1.07225,1.11029,0.000389875,0.000389875,0.000389875
40,941.216,1.05786,1.03128,1.09357,0.80187,0.44935,0.52933,0.36607,1.16213,1.04963,1.1112,0.000383688,0.000383688,0.000383688
41,964.576,1.0554,1.03907,1.08806,0.86311,0.43586,0.50928,0.36213,1.09981,1.04021,1.08309,0.0003775,0.0003775,0.0003775
42,987.933,1.07962,1.0379,1.09803,0.81741,0.4532,0.51057,0.35962,1.13546,1.04909,1.10092,0.000371313,0.000371313,0.000371313
43,1011.4,1.07728,1.02838,1.09102,0.78742,0.46108,0.51686,0.3565,1.144,1.03074,1.09298,0.000365125,0.000365125,0.000365125
44,1034.74,1.07908,1.05916,1.10124,0.75533,0.47802,0.515,0.34805,1.14673,1.0543,1.0857,0.000358938,0.000358938,0.000358938
45,1058.16,1.06135,1.00043,1.07988,0.83111,0.44943,0.52842,0.35374,1.1595,1.07518,1.10491,0.00035275,0.00035275,0.00035275
46,1081.38,1.03812,0.98193,1.07739,0.80294,0.44388,0.52388,0.35687,1.15522,1.03918,1.09706,0.000346563,0.000346563,0.000346563
47,1104.68,1.04975,0.98915,1.08113,0.82511,0.45261,0.51939,0.35654,1.13622,1.01212,1.09844,0.000340375,0.000340375,0.000340375
48,1128.05,1.03162,0.97245,1.08045,0.6858,0.46245,0.5306,0.36013,1.14062,1.01406,1.08996,0.000334188,0.000334188,0.000334188
49,1151.32,1.009,0.94731,1.06027,0.61399,0.52882,0.5381,0.36616,1.12503,1.00722,1.08497,0.000328,0.000328,0.000328
50,1174.68,1.02131,0.96522,1.07325,0.8382,0.44839,0.53239,0.35807,1.12951,1.02331,1.09293,0.000321812,0.000321812,0.000321812
51,1198,1.01136,0.96162,1.06455,0.82569,0.46503,0.52802,0.35871,1.11843,0.98557,1.08931,0.000315625,0.000315625,0.000315625
52,1221.46,1.01901,0.94527,1.05526,0.83029,0.45791,0.53578,0.35991,1.10235,0.9923,1.071,0.000309437,0.000309437,0.000309437
53,1244.74,1.00196,0.9766,1.05862,0.81651,0.46632,0.54153,0.36615,1.14117,0.97693,1.08358,0.00030325,0.00030325,0.00030325
54,1268.16,1.03846,0.95103,1.0716,0.83303,0.46182,0.53868,0.36835,1.14902,0.96346,1.10217,0.000297063,0.000297063,0.000297063
55,1291.38,1.00961,0.93671,1.07443,0.81443,0.50025,0.54921,0.37244,1.14699,0.98034,1.09402,0.000290875,0.000290875,0.000290875
56,1315.05,1.01987,0.92794,1.05809,0.81459,0.48355,0.58007,0.39534,1.15655,0.97024,1.08681,0.000284688,0.000284688,0.000284688
57,1338.36,1.00303,0.95499,1.06803,0.81141,0.48488,0.56186,0.38337,1.1422,0.97419,1.07715,0.0002785,0.0002785,0.0002785
58,1361.66,1.00098,0.93443,1.05369,0.82188,0.4655,0.59554,0.40833,1.11547,0.96973,1.0845,0.000272313,0.000272313,0.000272313
59,1385.05,1.02108,0.90777,1.06533,0.82389,0.47807,0.62372,0.41583,1.08989,0.92468,1.06803,0.000266125,0.000266125,0.000266125
60,1408.31,1.01651,0.91983,1.06758,0.8624,0.46593,0.58929,0.39726,1.11638,0.90677,1.07319,0.000259938,0.000259938,0.000259938
61,1431.72,0.9855,0.90955,1.04753,0.82562,0.46979,0.57741,0.3981,1.09026,0.92923,1.05179,0.00025375,0.00025375,0.00025375
62,1454.93,0.96723,0.90112,1.04373,0.82262,0.46856,0.58369,0.40607,1.07564,0.96588,1.06059,0.000247563,0.000247563,0.000247563
63,1478.2,0.94617,0.8601,1.03719,0.80104,0.47457,0.59465,0.41457,1.07773,0.94239,1.04875,0.000241375,0.000241375,0.000241375
64,1501.46,0.97947,0.89697,1.05226,0.78714,0.49033,0.58447,0.40193,1.10069,0.93384,1.05692,0.000235188,0.000235188,0.000235188
65,1524.75,0.97421,0.88328,1.05145,0.80302,0.49101,0.58742,0.40864,1.09455,0.92574,1.05858,0.000229,0.000229,0.000229
66,1548.06,0.97943,0.89926,1.04318,0.79156,0.48769,0.58166,0.40619,1.09264,0.92274,1.05404,0.000222813,0.000222813,0.000222813
67,1571.39,0.97042,0.87713,1.04293,0.7303,0.51215,0.57911,0.39855,1.0728,0.90132,1.05656,0.000216625,0.000216625,0.000216625
68,1594.9,0.96806,0.86675,1.04941,0.79099,0.49218,0.58032,0.39897,1.06999,0.91048,1.04564,0.000210437,0.000210437,0.000210437
69,1618.92,0.96803,0.85804,1.04347,0.71588,0.5432,0.58099,0.39967,1.05401,0.91456,1.03825,0.00020425,0.00020425,0.00020425
70,1642.53,0.95986,0.8723,1.04321,0.7868,0.53058,0.59571,0.41508,1.05352,0.91096,1.05128,0.000198063,0.000198063,0.000198063
71,1665.77,0.92064,0.8392,1.02906,0.75867,0.53933,0.60396,0.41517,1.07962,0.9065,1.06143,0.000191875,0.000191875,0.000191875
72,1689.11,0.94803,0.86116,1.04752,0.75947,0.541,0.6115,0.42182,1.08622,0.90566,1.05748,0.000185688,0.000185688,0.000185688
73,1712.37,0.91662,0.83234,1.02463,0.79275,0.53592,0.61538,0.43092,1.06568,0.87856,1.0475,0.0001795,0.0001795,0.0001795
74,1735.66,0.93445,0.85364,1.03404,0.78108,0.52876,0.6135,0.43052,1.09268,0.90177,1.05859,0.000173313,0.000173313,0.000173313
75,1758.86,0.91731,0.83861,1.0275,0.75286,0.52966,0.60714,0.4239,1.07428,0.90133,1.05274,0.000167125,0.000167125,0.000167125
76,1782.15,0.94066,0.83728,1.04041,0.74066,0.52733,0.59958,0.42538,1.05482,0.88738,1.04694,0.000160938,0.000160938,0.000160938
77,1805.56,0.92209,0.84639,1.03449,0.76736,0.53633,0.60821,0.42892,1.09151,0.92309,1.05446,0.00015475,0.00015475,0.00015475
78,1829.01,0.93001,0.84803,1.02903,0.70869,0.54816,0.60507,0.42893,1.06693,0.90386,1.04798,0.000148563,0.000148563,0.000148563
79,1852.32,0.91464,0.82582,1.02631,0.79406,0.52131,0.6129,0.43523,1.06038,0.87656,1.04982,0.000142375,0.000142375,0.000142375
80,1875.58,0.89981,0.80387,1.02643,0.79468,0.53235,0.6174,0.43071,1.06031,0.88309,1.05314,0.000136187,0.000136187,0.000136187
81,1898.89,0.90501,0.82663,1.01785,0.7859,0.53648,0.6259,0.43436,1.06649,0.87045,1.04504,0.00013,0.00013,0.00013
82,1922.32,0.93483,0.8095,1.03328,0.77752,0.53409,0.63275,0.43156,1.06,0.8597,1.04641,0.000123812,0.000123812,0.000123812
83,1945.59,0.90829,0.81606,1.0342,0.78919,0.52512,0.61926,0.42969,1.05396,0.85537,1.04712,0.000117625,0.000117625,0.000117625
84,1968.91,0.90613,0.80791,1.02416,0.79639,0.52957,0.61952,0.4316,1.04852,0.83421,1.0407,0.000111438,0.000111438,0.000111438
85,1992.32,0.90397,0.79629,1.01805,0.78586,0.54166,0.62217,0.43289,1.05046,0.84526,1.0411,0.00010525,0.00010525,0.00010525
86,2015.58,0.86889,0.79564,1.00999,0.81521,0.53206,0.62349,0.44699,1.03095,0.84229,1.03285,9.90625e-05,9.90625e-05,9.90625e-05
87,2038.79,0.89932,0.8057,1.02317,0.80208,0.53914,0.6284,0.44523,1.04045,0.85013,1.037,9.2875e-05,9.2875e-05,9.2875e-05
88,2062.14,0.87027,0.78468,1.0064,0.77438,0.55528,0.63593,0.44963,1.04553,0.85201,1.04059,8.66875e-05,8.66875e-05,8.66875e-05
89,2085.39,0.88828,0.79011,1.00768,0.75443,0.53908,0.62187,0.43893,1.03749,0.84666,1.037,8.05e-05,8.05e-05,8.05e-05
90,2108.67,0.8856,0.77657,1.0222,0.75198,0.53874,0.6195,0.44065,1.02478,0.83965,1.03035,7.43125e-05,7.43125e-05,7.43125e-05
91,2131.78,0.8659,0.8032,1.00091,0.73079,0.5561,0.61752,0.43757,1.03206,0.86603,1.0379,6.8125e-05,6.8125e-05,6.8125e-05
92,2154.66,0.82945,0.7751,0.98305,0.72983,0.55268,0.62117,0.44915,1.04152,0.87758,1.05013,6.19375e-05,6.19375e-05,6.19375e-05
93,2177.71,0.82285,0.7456,0.96625,0.76178,0.51227,0.61293,0.44214,1.02959,0.87874,1.05321,5.575e-05,5.575e-05,5.575e-05
94,2205.96,0.79908,0.7338,0.97297,0.77121,0.52413,0.61793,0.44694,1.02832,0.87633,1.04507,4.95625e-05,4.95625e-05,4.95625e-05
95,2229.27,0.79665,0.72078,0.96934,0.75627,0.53641,0.6213,0.44297,1.03656,0.86692,1.03848,4.3375e-05,4.3375e-05,4.3375e-05
96,2252.09,0.80359,0.72647,0.97265,0.78523,0.55788,0.63094,0.4562,1.04553,0.87296,1.04138,3.71875e-05,3.71875e-05,3.71875e-05
97,2274.88,0.78111,0.71042,0.9744,0.7441,0.53893,0.6234,0.44785,1.04069,0.85437,1.04046,3.1e-05,3.1e-05,3.1e-05
98,2297.76,0.80488,0.73438,0.98187,0.77435,0.55888,0.63007,0.45487,1.03298,0.85041,1.03829,2.48125e-05,2.48125e-05,2.48125e-05
99,2320.56,0.79001,0.70956,0.95296,0.78279,0.55544,0.63563,0.45847,1.02671,0.8478,1.03637,1.8625e-05,1.8625e-05,1.8625e-05
100,2343.29,0.79082,0.70369,0.96201,0.8094,0.54807,0.63017,0.45169,1.01881,0.84426,1.03209,1.24375e-05,1.24375e-05,1.24375e-05
